# Spatial statistics process output
# Kratos version               : 9.2."2"-5dfe714-Release-x86_64
# Timestamp                    : 2023-02-16 13:19:57.431125
# Method name(s)               : variance, max, distribution
# Variable info(s)             : CFL_NUMBER[magnitude, element_non_historical]
# Modelpart name               : FluidModelPart.fluid_computational_model_part
# Output control variable name : STEP
# ----------------------------------------------------------------------
# Headers:
#"TIME" "STEP" "mean" "variance" "max_value" "max_id"                    "group_below_min {mean|variance}"                            "group_1 {mean|variance}"                    "group_above_max {mean|variance}"
  1.55e+02   5180   0.32       0.05        3.36  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.31 |   0.05 }  20562 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.85 |   0.08 }
  1.56e+02   5190   0.32       0.05        3.29  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.31 |   0.05 }  20562 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.83 |   0.08 }
  1.56e+02   5200   0.32       0.05        3.26  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.31 |   0.05 }  20526 [#] =   0.70 [%] <   2.50 {   1.15 |   0.03 }     12 [#] =   0.00 [%]>=   2.50 {   2.74 |   0.06 }
  1.56e+02   5210   0.32       0.05        3.26  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.31 |   0.05 }  20366 [#] =   0.69 [%] <   2.50 {   1.15 |   0.03 }     11 [#] =   0.00 [%]>=   2.50 {   2.75 |   0.06 }
  1.57e+02   5220   0.32       0.05        3.29  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.31 |   0.05 }  20321 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.79 |   0.09 }
  1.57e+02   5230   0.32       0.05        3.33  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.31 |   0.05 }  20322 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.82 |   0.09 }
  1.57e+02   5240   0.32       0.05        3.36  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.31 |   0.05 }  20310 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.93 |   0.09 }
  1.58e+02   5250   0.32       0.05        3.37  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.31 |   0.05 }  20147 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.94 |   0.09 }
  1.58e+02   5260   0.32       0.05        3.37  1.45e+06  2.91e+06 [#] =  99.32 [%] <   1.00 {   0.31 |   0.05 }  20076 [#] =   0.68 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.92 |   0.09 }
  1.58e+02   5270   0.32       0.05        3.36  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.31 |   0.05 }  20155 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.90 |   0.10 }
  1.58e+02   5280   0.32       0.05        3.34  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.31 |   0.05 }  20313 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.85 |   0.10 }
  1.59e+02   5290   0.32       0.05        3.32  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.31 |   0.05 }  20400 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }     10 [#] =   0.00 [%]>=   2.50 {   2.82 |   0.09 }
  1.59e+02   5300   0.32       0.05        3.31  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.31 |   0.05 }  20452 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.90 |   0.08 }
  1.59e+02   5310   0.32       0.05        3.32  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.31 |   0.05 }  20573 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.86 |   0.08 }
  1.60e+02   5320   0.32       0.05        3.34  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.31 |   0.05 }  20615 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.87 |   0.08 }
  1.60e+02   5330   0.32       0.05        3.35  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.31 |   0.05 }  20716 [#] =   0.71 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.87 |   0.08 }
  1.60e+02   5340   0.32       0.05        3.35  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.31 |   0.05 }  20765 [#] =   0.71 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.89 |   0.08 }
  1.61e+02   5350   0.32       0.05        3.33  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.31 |   0.05 }  20806 [#] =   0.71 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.88 |   0.08 }
  1.61e+02   5360   0.32       0.05        3.33  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.31 |   0.05 }  20685 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.85 |   0.08 }
  1.61e+02   5370   0.32       0.05        3.33  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.31 |   0.05 }  20388 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }     11 [#] =   0.00 [%]>=   2.50 {   2.78 |   0.08 }
  1.61e+02   5380   0.32       0.05        3.34  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.31 |   0.05 }  20283 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }     13 [#] =   0.00 [%]>=   2.50 {   2.77 |   0.07 }
  1.62e+02   5390   0.32       0.05        3.35  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.31 |   0.05 }  20333 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.89 |   0.08 }
  1.62e+02   5400   0.32       0.05        3.35  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.31 |   0.05 }  20504 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.91 |   0.08 }
  1.62e+02   5410   0.32       0.05        3.35  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.31 |   0.05 }  20684 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.91 |   0.08 }
  1.63e+02   5420   0.32       0.05        3.36  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.31 |   0.05 }  20882 [#] =   0.71 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.89 |   0.07 }
  1.63e+02   5430   0.32       0.05        3.37  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.31 |   0.05 }  20939 [#] =   0.71 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.86 |   0.08 }
  1.63e+02   5440   0.32       0.05        3.39  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.31 |   0.05 }  20923 [#] =   0.71 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.86 |   0.08 }
  1.64e+02   5450   0.32       0.05        3.40  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.31 |   0.05 }  20885 [#] =   0.71 [%] <   2.50 {   1.15 |   0.02 }     11 [#] =   0.00 [%]>=   2.50 {   2.81 |   0.09 }
  1.64e+02   5460   0.32       0.05        3.40  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.31 |   0.05 }  20926 [#] =   0.71 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.89 |   0.09 }
  1.64e+02   5470   0.32       0.05        3.40  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.31 |   0.05 }  20883 [#] =   0.71 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.89 |   0.09 }
  1.64e+02   5480   0.32       0.05        3.40  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.31 |   0.05 }  20836 [#] =   0.71 [%] <   2.50 {   1.15 |   0.02 }     10 [#] =   0.00 [%]>=   2.50 {   2.85 |   0.09 }
  1.65e+02   5490   0.32       0.05        3.40  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.31 |   0.05 }  20709 [#] =   0.71 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.86 |   0.09 }
  1.65e+02   5500   0.32       0.05        3.41  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.31 |   0.05 }  20588 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.88 |   0.09 }
  1.65e+02   5510   0.32       0.05        3.43  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.31 |   0.05 }  20581 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.88 |   0.10 }
  1.66e+02   5520   0.32       0.05        3.45  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.31 |   0.05 }  20570 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.88 |   0.11 }
  1.66e+02   5530   0.32       0.05        3.46  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.31 |   0.05 }  20605 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.84 |   0.11 }
  1.66e+02   5540   0.32       0.05        3.46  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.31 |   0.05 }  20582 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }     10 [#] =   0.00 [%]>=   2.50 {   2.81 |   0.11 }
  1.67e+02   5550   0.32       0.05        3.45  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.31 |   0.05 }  20477 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.82 |   0.11 }
  1.67e+02   5560   0.32       0.05        3.41  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.31 |   0.05 }  20290 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.83 |   0.11 }
  1.67e+02   5570   0.32       0.05        3.38  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.31 |   0.05 }  20151 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }      7 [#] =   0.00 [%]>=   2.50 {   2.85 |   0.11 }
  1.67e+02   5580   0.32       0.05        3.36  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.31 |   0.05 }  20113 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }      7 [#] =   0.00 [%]>=   2.50 {   2.83 |   0.11 }
  1.68e+02   5590   0.32       0.05        3.36  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.31 |   0.05 }  20150 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }      7 [#] =   0.00 [%]>=   2.50 {   2.82 |   0.11 }
  1.68e+02   5600   0.32       0.05        3.39  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.31 |   0.05 }  20194 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }      7 [#] =   0.00 [%]>=   2.50 {   2.82 |   0.13 }
  1.68e+02   5610   0.32       0.05        3.42  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.31 |   0.05 }  20246 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }      7 [#] =   0.00 [%]>=   2.50 {   2.84 |   0.13 }
  1.69e+02   5620   0.32       0.05        3.44  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.31 |   0.05 }  20340 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.77 |   0.12 }
  1.69e+02   5630   0.32       0.05        3.41  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.31 |   0.05 }  20291 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }     11 [#] =   0.00 [%]>=   2.50 {   2.75 |   0.10 }
  1.69e+02   5640   0.32       0.05        3.34  1.45e+06  2.91e+06 [#] =  99.32 [%] <   1.00 {   0.31 |   0.05 }  19991 [#] =   0.68 [%] <   2.50 {   1.15 |   0.02 }     11 [#] =   0.00 [%]>=   2.50 {   2.75 |   0.08 }
  1.70e+02   5650   0.32       0.05        3.27  1.45e+06  2.91e+06 [#] =  99.33 [%] <   1.00 {   0.31 |   0.05 }  19650 [#] =   0.67 [%] <   2.50 {   1.15 |   0.02 }     10 [#] =   0.00 [%]>=   2.50 {   2.75 |   0.07 }
  1.70e+02   5660   0.32       0.05        3.24  1.45e+06  2.92e+06 [#] =  99.33 [%] <   1.00 {   0.31 |   0.05 }  19524 [#] =   0.67 [%] <   2.50 {   1.15 |   0.02 }      7 [#] =   0.00 [%]>=   2.50 {   2.79 |   0.08 }
  1.70e+02   5670   0.32       0.05        3.26  1.45e+06  2.92e+06 [#] =  99.34 [%] <   1.00 {   0.31 |   0.05 }  19495 [#] =   0.66 [%] <   2.50 {   1.15 |   0.02 }      7 [#] =   0.00 [%]>=   2.50 {   2.79 |   0.08 }
  1.70e+02   5680   0.32       0.05        3.31  1.45e+06  2.91e+06 [#] =  99.33 [%] <   1.00 {   0.31 |   0.05 }  19641 [#] =   0.67 [%] <   2.50 {   1.15 |   0.02 }      7 [#] =   0.00 [%]>=   2.50 {   2.81 |   0.10 }
  1.71e+02   5690   0.32       0.05        3.36  1.45e+06  2.91e+06 [#] =  99.32 [%] <   1.00 {   0.31 |   0.05 }  19815 [#] =   0.68 [%] <   2.50 {   1.15 |   0.02 }      7 [#] =   0.00 [%]>=   2.50 {   2.82 |   0.11 }
  1.71e+02   5700   0.32       0.05        3.35  1.45e+06  2.91e+06 [#] =  99.32 [%] <   1.00 {   0.31 |   0.05 }  19953 [#] =   0.68 [%] <   2.50 {   1.15 |   0.03 }      8 [#] =   0.00 [%]>=   2.50 {   2.80 |   0.10 }
  1.71e+02   5710   0.32       0.05        3.27  1.45e+06  2.91e+06 [#] =  99.32 [%] <   1.00 {   0.31 |   0.05 }  19880 [#] =   0.68 [%] <   2.50 {   1.15 |   0.02 }     12 [#] =   0.00 [%]>=   2.50 {   2.76 |   0.06 }
  1.72e+02   5720   0.32       0.05        3.16  1.45e+06  2.91e+06 [#] =  99.32 [%] <   1.00 {   0.31 |   0.05 }  19799 [#] =   0.67 [%] <   2.50 {   1.15 |   0.02 }     11 [#] =   0.00 [%]>=   2.50 {   2.74 |   0.04 }
  1.72e+02   5730   0.32       0.05        3.09  1.45e+06  2.91e+06 [#] =  99.33 [%] <   1.00 {   0.31 |   0.05 }  19682 [#] =   0.67 [%] <   2.50 {   1.15 |   0.02 }     10 [#] =   0.00 [%]>=   2.50 {   2.74 |   0.05 }
  1.72e+02   5740   0.32       0.05        3.15  1.45e+06  2.92e+06 [#] =  99.33 [%] <   1.00 {   0.31 |   0.05 }  19508 [#] =   0.66 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.80 |   0.05 }
  1.73e+02   5750   0.32       0.05        3.14  1.45e+06  2.92e+06 [#] =  99.34 [%] <   1.00 {   0.31 |   0.05 }  19404 [#] =   0.66 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.79 |   0.06 }
  1.73e+02   5760   0.32       0.05        3.20  1.45e+06  2.92e+06 [#] =  99.34 [%] <   1.00 {   0.31 |   0.05 }  19283 [#] =   0.66 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.77 |   0.06 }
  1.73e+02   5770   0.32       0.05        3.23  1.45e+06  2.92e+06 [#] =  99.35 [%] <   1.00 {   0.31 |   0.04 }  19199 [#] =   0.65 [%] <   2.50 {   1.15 |   0.03 }      9 [#] =   0.00 [%]>=   2.50 {   2.77 |   0.07 }
  1.73e+02   5780   0.32       0.05        3.21  1.45e+06  2.92e+06 [#] =  99.35 [%] <   1.00 {   0.31 |   0.04 }  19119 [#] =   0.65 [%] <   2.50 {   1.15 |   0.02 }     12 [#] =   0.00 [%]>=   2.50 {   2.73 |   0.05 }
  1.74e+02   5790   0.32       0.05        3.13  1.45e+06  2.92e+06 [#] =  99.35 [%] <   1.00 {   0.31 |   0.04 }  19027 [#] =   0.65 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.77 |   0.05 }
  1.74e+02   5800   0.32       0.05        3.07  1.45e+06  2.92e+06 [#] =  99.35 [%] <   1.00 {   0.31 |   0.04 }  19025 [#] =   0.65 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.73 |   0.04 }
  1.74e+02   5810   0.32       0.05        3.07  1.45e+06  2.92e+06 [#] =  99.35 [%] <   1.00 {   0.31 |   0.04 }  18956 [#] =   0.65 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.77 |   0.04 }
  1.75e+02   5820   0.32       0.05        3.19  1.45e+06  2.92e+06 [#] =  99.35 [%] <   1.00 {   0.31 |   0.04 }  19058 [#] =   0.65 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.82 |   0.06 }
  1.75e+02   5830   0.32       0.05        3.29  1.45e+06  2.92e+06 [#] =  99.35 [%] <   1.00 {   0.31 |   0.05 }  19176 [#] =   0.65 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.86 |   0.09 }
  1.75e+02   5840   0.32       0.05        3.32  1.45e+06  2.92e+06 [#] =  99.34 [%] <   1.00 {   0.31 |   0.05 }  19347 [#] =   0.66 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.88 |   0.11 }
  1.76e+02   5850   0.32       0.05        3.36  1.45e+06  2.92e+06 [#] =  99.34 [%] <   1.00 {   0.31 |   0.05 }  19438 [#] =   0.66 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.86 |   0.10 }
  1.76e+02   5860   0.32       0.05        3.33  1.45e+06  2.92e+06 [#] =  99.34 [%] <   1.00 {   0.31 |   0.05 }  19455 [#] =   0.66 [%] <   2.50 {   1.15 |   0.03 }     10 [#] =   0.00 [%]>=   2.50 {   2.77 |   0.08 }
  1.76e+02   5870   0.32       0.05        3.26  1.45e+06  2.92e+06 [#] =  99.34 [%] <   1.00 {   0.31 |   0.05 }  19390 [#] =   0.66 [%] <   2.50 {   1.15 |   0.02 }     12 [#] =   0.00 [%]>=   2.50 {   2.73 |   0.06 }
  1.76e+02   5880   0.32       0.05        3.18  1.45e+06  2.92e+06 [#] =  99.34 [%] <   1.00 {   0.31 |   0.05 }  19273 [#] =   0.66 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.78 |   0.06 }
  1.77e+02   5890   0.32       0.05        3.15  1.45e+06  2.92e+06 [#] =  99.35 [%] <   1.00 {   0.31 |   0.05 }  19200 [#] =   0.65 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.80 |   0.05 }
  1.77e+02   5900   0.32       0.05        3.18  1.45e+06  2.92e+06 [#] =  99.35 [%] <   1.00 {   0.31 |   0.05 }  19127 [#] =   0.65 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.80 |   0.05 }
  1.77e+02   5910   0.32       0.05        3.25  1.45e+06  2.92e+06 [#] =  99.35 [%] <   1.00 {   0.31 |   0.05 }  19130 [#] =   0.65 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.83 |   0.07 }
  1.78e+02   5920   0.31       0.05        3.34  1.45e+06  2.92e+06 [#] =  99.34 [%] <   1.00 {   0.31 |   0.05 }  19248 [#] =   0.66 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.80 |   0.09 }
  1.78e+02   5930   0.31       0.05        3.40  1.45e+06  2.92e+06 [#] =  99.34 [%] <   1.00 {   0.31 |   0.05 }  19438 [#] =   0.66 [%] <   2.50 {   1.15 |   0.02 }      7 [#] =   0.00 [%]>=   2.50 {   2.83 |   0.12 }
  1.78e+02   5940   0.31       0.05        3.42  1.45e+06  2.92e+06 [#] =  99.33 [%] <   1.00 {   0.31 |   0.05 }  19551 [#] =   0.67 [%] <   2.50 {   1.15 |   0.02 }      6 [#] =   0.00 [%]>=   2.50 {   2.89 |   0.13 }
  1.79e+02   5950   0.31       0.05        3.38  1.45e+06  2.92e+06 [#] =  99.34 [%] <   1.00 {   0.31 |   0.05 }  19428 [#] =   0.66 [%] <   2.50 {   1.15 |   0.03 }      6 [#] =   0.00 [%]>=   2.50 {   2.89 |   0.12 }
  1.79e+02   5960   0.31       0.05        3.32  1.45e+06  2.92e+06 [#] =  99.34 [%] <   1.00 {   0.31 |   0.05 }  19251 [#] =   0.66 [%] <   2.50 {   1.15 |   0.02 }      7 [#] =   0.00 [%]>=   2.50 {   2.83 |   0.09 }
  1.79e+02   5970   0.31       0.05        3.25  1.45e+06  2.92e+06 [#] =  99.35 [%] <   1.00 {   0.31 |   0.05 }  19138 [#] =   0.65 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.79 |   0.07 }
  1.79e+02   5980   0.31       0.05        3.22  1.45e+06  2.92e+06 [#] =  99.35 [%] <   1.00 {   0.31 |   0.05 }  19110 [#] =   0.65 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.79 |   0.06 }
  1.80e+02   5990   0.31       0.05        3.23  1.45e+06  2.92e+06 [#] =  99.35 [%] <   1.00 {   0.31 |   0.05 }  19128 [#] =   0.65 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.79 |   0.06 }
  1.80e+02   6000   0.31       0.05        3.27  1.45e+06  2.92e+06 [#] =  99.35 [%] <   1.00 {   0.31 |   0.05 }  19190 [#] =   0.65 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.78 |   0.07 }
  1.80e+02   6010   0.31       0.05        3.33  1.45e+06  2.92e+06 [#] =  99.34 [%] <   1.00 {   0.31 |   0.05 }  19387 [#] =   0.66 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.84 |   0.09 }
  1.81e+02   6020   0.31       0.05        3.43  1.45e+06  2.92e+06 [#] =  99.33 [%] <   1.00 {   0.31 |   0.05 }  19597 [#] =   0.67 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.92 |   0.13 }
  1.81e+02   6030   0.31       0.05        3.40  1.45e+06  2.91e+06 [#] =  99.33 [%] <   1.00 {   0.31 |   0.05 }  19654 [#] =   0.67 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.89 |   0.10 }
  1.81e+02   6040   0.31       0.05        3.36  1.45e+06  2.92e+06 [#] =  99.33 [%] <   1.00 {   0.31 |   0.05 }  19559 [#] =   0.67 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.79 |   0.11 }
  1.82e+02   6050   0.31       0.05        3.28  1.45e+06  2.92e+06 [#] =  99.34 [%] <   1.00 {   0.31 |   0.05 }  19408 [#] =   0.66 [%] <   2.50 {   1.15 |   0.02 }      7 [#] =   0.00 [%]>=   2.50 {   2.82 |   0.08 }
  1.82e+02   6060   0.31       0.05        3.18  1.45e+06  2.92e+06 [#] =  99.34 [%] <   1.00 {   0.31 |   0.05 }  19259 [#] =   0.66 [%] <   2.50 {   1.15 |   0.03 }      7 [#] =   0.00 [%]>=   2.50 {   2.81 |   0.06 }
  1.82e+02   6070   0.31       0.05        3.12  1.45e+06  2.92e+06 [#] =  99.35 [%] <   1.00 {   0.31 |   0.05 }  19119 [#] =   0.65 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.74 |   0.05 }
  1.82e+02   6080   0.31       0.05        3.13  1.45e+06  2.92e+06 [#] =  99.35 [%] <   1.00 {   0.31 |   0.05 }  19016 [#] =   0.65 [%] <   2.50 {   1.15 |   0.03 }      8 [#] =   0.00 [%]>=   2.50 {   2.77 |   0.06 }
  1.83e+02   6090   0.31       0.05        3.19  1.45e+06  2.92e+06 [#] =  99.35 [%] <   1.00 {   0.31 |   0.05 }  19127 [#] =   0.65 [%] <   2.50 {   1.15 |   0.03 }      8 [#] =   0.00 [%]>=   2.50 {   2.76 |   0.07 }
  1.83e+02   6100   0.31       0.05        3.28  1.45e+06  2.92e+06 [#] =  99.34 [%] <   1.00 {   0.31 |   0.05 }  19320 [#] =   0.66 [%] <   2.50 {   1.15 |   0.02 }     11 [#] =   0.00 [%]>=   2.50 {   2.71 |   0.07 }
  1.83e+02   6110   0.31       0.05        3.37  1.45e+06  2.92e+06 [#] =  99.33 [%] <   1.00 {   0.31 |   0.05 }  19581 [#] =   0.67 [%] <   2.50 {   1.15 |   0.02 }     12 [#] =   0.00 [%]>=   2.50 {   2.77 |   0.09 }
  1.84e+02   6120   0.32       0.05        3.41  1.45e+06  2.91e+06 [#] =  99.33 [%] <   1.00 {   0.31 |   0.05 }  19738 [#] =   0.67 [%] <   2.50 {   1.15 |   0.02 }     10 [#] =   0.00 [%]>=   2.50 {   2.91 |   0.12 }
  1.84e+02   6130   0.32       0.05        3.40  1.45e+06  2.91e+06 [#] =  99.33 [%] <   1.00 {   0.31 |   0.05 }  19797 [#] =   0.67 [%] <   2.50 {   1.15 |   0.03 }      9 [#] =   0.00 [%]>=   2.50 {   2.94 |   0.12 }
  1.84e+02   6140   0.32       0.05        3.34  1.45e+06  2.91e+06 [#] =  99.32 [%] <   1.00 {   0.31 |   0.05 }  19910 [#] =   0.68 [%] <   2.50 {   1.15 |   0.03 }      8 [#] =   0.00 [%]>=   2.50 {   2.90 |   0.08 }
  1.85e+02   6150   0.32       0.05        3.26  1.45e+06  2.91e+06 [#] =  99.32 [%] <   1.00 {   0.31 |   0.05 }  20045 [#] =   0.68 [%] <   2.50 {   1.15 |   0.03 }      8 [#] =   0.00 [%]>=   2.50 {   2.81 |   0.08 }
